"","time","record_id","date","lat","long"
"259",12:15:00,"2-22",2025-09-02,-6.24690801037986,106.779161918986
"260",12:30:00,"2-22",2025-09-02,-6.24640776353241,106.77858632164
"261",12:45:00,"2-22",2025-09-02,-6.246888,106.777947
"262",13:15:00,"2-22",2025-09-02,-6.247308,106.777849
"263",13:30:00,"2-22",2025-09-02,-6.24551733102543,106.77998185632
"264",13:45:00,"2-22",2025-09-02,-6.247313,106.777831
"265",14:00:00,"2-22",2025-09-02,-6.247416,106.777867
"266",14:15:00,"2-22",2025-09-02,-6.24704021341764,106.779372540947
"267",14:30:00,"2-22",2025-09-02,-6.247416,106.777867
"268",15:30:00,"2-22",2025-09-02,-6.24619542629363,106.778612479102
"269",16:00:00,"2-22",2025-09-02,-6.24607005944826,106.778415432423
"270",17:00:00,"2-22",2025-09-02,-6.24611667316249,106.778882751591
"271",18:00:00,"2-22",2025-09-02,-6.24629167111015,106.778662938196
"272",18:15:00,"2-22",2025-09-02,-6.24632297796952,106.779057969958
"273",18:30:00,"2-22",2025-09-02,-6.247039,106.777476
"274",18:45:00,"2-22",2025-09-02,-6.24623397760607,106.778608340072
"275",19:15:00,"2-22",2025-09-02,-6.24605550786957,106.778719129966
"276",19:30:00,"2-22",2025-09-02,-6.24607930463665,106.778975658673
"277",21:00:00,"2-22",2025-09-02,-6.24631674214447,106.7786502768
"278",21:15:00,"2-22",2025-09-02,-6.247039,106.777476
"279",21:45:00,"2-22",2025-09-02,-6.24653010813444,106.77902964129
"280",22:00:00,"2-22",2025-09-02,-6.24654907509479,106.778956313317
"281",05:45:00,"2-14",2025-09-04,-6.251907,106.774833
"282",06:00:00,"2-14",2025-09-04,-6.251907,106.774833
"283",06:15:00,"2-14",2025-09-04,-6.250671,106.7772
"284",06:45:00,"2-14",2025-09-04,-6.250606,106.777316
"285",07:00:00,"2-14",2025-09-04,-6.250752,106.777227
"286",07:15:00,"2-14",2025-09-04,-6.25072,106.777244
"287",07:30:00,"2-14",2025-09-04,-6.250835,106.777111
"288",07:45:00,"2-14",2025-09-04,-6.25160147302095,106.777535445393
"289",08:00:00,"2-14",2025-09-04,-6.2522163234883,106.777617048428
"290",08:15:00,"2-14",2025-09-04,-6.25093,106.777058
"291",08:30:00,"2-14",2025-09-04,-6.250935,106.777447
"292",08:45:00,"2-14",2025-09-04,-6.250935,106.777447
"293",09:00:00,"2-14",2025-09-03,-6.250935,106.777447
"294",09:15:00,"2-14",2025-09-03,-6.250935,106.777447
"295",09:30:00,"2-14",2025-09-03,-6.247039,106.777476
"296",10:30:00,"2-14",2025-09-03,-6.250935,106.777447
"297",10:45:00,"2-14",2025-09-03,-6.250935,106.777447
"298",11:00:00,"2-14",2025-09-03,-6.25158753996876,106.777533596289
"299",11:15:00,"2-14",2025-09-03,-6.25036,106.777556
"300",11:30:00,"2-14",2025-09-03,-6.248376,106.777413
"301",15:30:00,"2-14",2025-09-03,-6.2484696906358,106.777412252008
"302",15:45:00,"2-14",2025-09-03,-6.24843198949672,106.777484372454
"303",16:00:00,"2-14",2025-09-03,-6.24343775969713,106.781445425001
"304",17:45:00,"2-14",2025-09-03,-6.243009,106.779422
"305",18:00:00,"2-14",2025-09-03,-6.244197,106.778711
"306",18:15:00,"2-14",2025-09-03,-6.248379,106.777556
"307",19:45:00,"2-14",2025-09-03,-6.251907,106.774833
"308",20:00:00,"2-14",2025-09-03,-6.248415,106.77832
"309",06:15:00,"2-23",2025-09-09,-6.25203354309441,106.777552969623
"310",06:30:00,"2-23",2025-09-09,-6.250935,106.777447
"311",06:45:00,"2-23",2025-09-09,-6.250585,106.777227
"312",07:00:00,"2-23",2025-09-09,-6.25207039252457,106.777597679731
"313",07:15:00,"2-23",2025-09-09,-6.25239447354579,106.777640694015
"314",07:30:00,"2-23",2025-09-09,-6.25262214250356,106.777670913144
"315",07:45:00,"2-23",2025-09-09,-6.25256288081602,106.777663047071
"316",08:00:00,"2-23",2025-09-09,-6.25256583411366,106.777663439074
"317",08:15:00,"2-23",2025-09-09,-6.25239097314617,106.777640229406
"318",08:30:00,"2-23",2025-09-09,-6.25256875764134,106.777663827126
"319",08:45:00,"2-23",2025-09-09,-6.25238454792608,106.777639376585
"320",09:45:00,"2-23",2025-09-08,-6.250935,106.777447
"321",10:00:00,"2-23",2025-09-08,-6.250935,106.777447
"322",10:15:00,"2-23",2025-09-08,-6.25248009856389,106.777652059132
"323",10:30:00,"2-23",2025-09-08,-6.25234406000809,106.777634002635
"324",10:45:00,"2-23",2025-09-08,-6.25226185785689,106.777623092072
"325",11:00:00,"2-23",2025-09-08,-6.25202078692879,106.777591095927
"326",11:15:00,"2-23",2025-09-08,-6.25224571020518,106.777620948836
"327",11:30:00,"2-23",2025-09-08,-6.25216682268494,106.77761047838
"328",11:45:00,"2-23",2025-09-08,-6.25224739258341,106.777621172134
"329",12:00:00,"2-23",2025-09-08,-6.25157231722538,106.77753157603
"330",12:15:00,"2-23",2025-09-08,-6.25291483249541,106.777709764298
"331",12:45:00,"2-23",2025-09-08,-6.2526040814718,106.777668515813
"332",13:00:00,"2-23",2025-09-08,-6.250935,106.777447
"333",13:15:00,"2-23",2025-09-08,-6.25059831805186,106.777923354652
"334",13:30:00,"2-23",2025-09-08,-6.250162,106.777538
"335",13:45:00,"2-23",2025-09-08,-6.25149,106.7764
"336",15:30:00,"2-23",2025-09-08,-6.25213002778864,106.777348405632
"337",15:45:00,"2-23",2025-09-08,-6.25199602032757,106.778042465875
"338",16:00:00,"2-23",2025-09-08,-6.25041475153627,106.775841405622
"339",16:15:00,"2-23",2025-09-08,-6.25227098025198,106.777527561669
"340",17:00:00,"2-23",2025-09-08,-6.25232458428242,106.777772445663
"341",17:15:00,"2-23",2025-09-08,-6.25178410813617,106.777448415268
"342",20:00:00,"2-23",2025-09-08,-6.25212093235828,106.777608240128
"343",04:15:00,"2-18",2025-09-10,-6.229341,106.778531
"344",05:30:00,"2-18",2025-09-10,-6.229341,106.778531
"345",05:45:00,"2-18",2025-09-10,-6.229341,106.778531
"346",06:00:00,"2-18",2025-09-10,-6.23461,106.780516
"347",06:15:00,"2-18",2025-09-10,-6.250742,106.777271
"348",07:00:00,"2-18",2025-09-10,-6.250836,106.777413
"349",07:15:00,"2-18",2025-09-10,-6.250588,106.777244
"350",07:45:00,"2-18",2025-09-10,-6.250253,106.777182
"351",08:00:00,"2-18",2025-09-10,-6.250279,106.776969
"352",08:15:00,"2-18",2025-09-10,-6.250648,106.777484
"353",08:30:00,"2-18",2025-09-10,-6.250932,106.777413
"354",08:45:00,"2-18",2025-09-10,-6.250841,106.777262
"355",09:00:00,"2-18",2025-09-09,-6.25176992177358,106.777557801142
"356",09:15:00,"2-18",2025-09-09,-6.250935,106.777447
"357",09:30:00,"2-18",2025-09-09,-6.250935,106.777447
"358",10:00:00,"2-18",2025-09-09,-6.250935,106.777447
"359",10:15:00,"2-18",2025-09-09,-6.250935,106.777447
"360",10:30:00,"2-18",2025-09-09,-6.250935,106.777447
"361",10:45:00,"2-18",2025-09-09,-6.250935,106.777447
"362",11:00:00,"2-18",2025-09-09,-6.250935,106.777447
"363",11:15:00,"2-18",2025-09-09,-6.25130937147785,106.777496680428
"364",11:30:00,"2-18",2025-09-09,-6.25093499999999,106.777447
"365",11:45:00,"2-18",2025-09-09,-6.250935,106.777447
"366",12:00:00,"2-18",2025-09-09,-6.250935,106.777447
"367",12:15:00,"2-18",2025-09-09,-6.250525,106.777164
"368",13:15:00,"2-18",2025-09-09,-6.250717,106.777147
"369",13:30:00,"2-18",2025-09-09,-6.250517,106.777147
"370",13:45:00,"2-18",2025-09-09,-6.250026,106.777671
"371",14:00:00,"2-18",2025-09-09,-6.23407,106.778044
"372",14:15:00,"2-18",2025-09-09,-6.234203,106.77808
"373",15:15:00,"2-18",2025-09-09,-6.234245,106.778044
"374",16:45:00,"2-18",2025-09-09,-6.233819,106.777867
"375",21:30:00,"2-18",2025-09-09,-6.229341,106.778531
"376",22:00:00,"2-18",2025-09-09,-6.229341,106.778531
"377",05:30:00,"2-5",2025-09-11,-6.250935,106.777447
"378",05:45:00,"2-5",2025-09-11,-6.250663,106.776542
"379",06:00:00,"2-5",2025-09-11,-6.250671,106.776409
"380",06:15:00,"2-5",2025-09-11,-6.250725,106.777218
"381",06:30:00,"2-5",2025-09-11,-6.25246616084446,106.77765020915
"382",07:15:00,"2-5",2025-09-11,-6.25237797785894,106.77763850454
"383",07:30:00,"2-5",2025-09-11,-6.25204324287968,106.777594076342
"384",07:45:00,"2-5",2025-09-11,-6.25190702422535,106.777575997194
"385",08:00:00,"2-5",2025-09-11,-6.250588,106.776222
"386",08:15:00,"2-5",2025-09-11,-6.25225957083248,106.777622788521
"387",08:30:00,"2-5",2025-09-11,-6.25183071554258,106.77756586956
"388",09:00:00,"2-5",2025-09-10,-6.250685,106.777262
"389",09:15:00,"2-5",2025-09-10,-6.250561,106.777058
"390",09:30:00,"2-5",2025-09-10,-6.250935,106.777447
"391",09:45:00,"2-5",2025-09-10,-6.25220738575006,106.777615862153
"392",10:00:00,"2-5",2025-09-10,-6.25178023150007,106.777559169421
"393",10:15:00,"2-5",2025-09-10,-6.250715,106.777129
"394",10:30:00,"2-5",2025-09-10,-6.25201006531885,106.777589672929
"395",10:45:00,"2-5",2025-09-10,-6.250715,106.777129
"396",11:00:00,"2-5",2025-09-10,-6.25182371523922,106.77756494049
"397",11:15:00,"2-5",2025-09-10,-6.250715,106.777129
"398",13:00:00,"2-5",2025-09-10,-6.252727193602,106.777684857234
"399",13:15:00,"2-5",2025-09-10,-6.25148056648114,106.777733478674
"400",14:00:00,"2-5",2025-09-10,-6.250833,106.776356
"401",14:15:00,"2-5",2025-09-10,-6.250663,106.776569
"402",14:30:00,"2-5",2025-09-10,-6.250643,106.776569
"403",15:45:00,"2-5",2025-09-10,-6.25142900374599,106.777553847251
"404",16:00:00,"2-5",2025-09-10,-6.25092518280598,106.777489750376
"405",16:15:00,"2-5",2025-09-10,-6.248679,106.77352
